skill,recipe_key,recipe_name,unlock_at,difficulty,xp_multiplier,station,csv_path
skill_building,recipe_building_piece_medium_railing,"Long Wooden Balustrade, Half-Timber",30,1,0.0,,skill_building\recipe_building_piece_medium_railing.csv
skill_building,recipe_building_piece_medium_railing_angle,"Long Stair Railing 34°, Half-Timber",30,1,0.0,,skill_building\recipe_building_piece_medium_railing_angle.csv
skill_building,recipe_building_piece_medium_wall_foundation,Gneiss Foundation Wall,5,1,0.0,,skill_building\recipe_building_piece_medium_wall_foundation.csv
skill_building,recipe_building_piece_medium_wall_low_cottage,"Low Wall, Cottage",20,1,0.0,,skill_building\recipe_building_piece_medium_wall_low_cottage.csv
skill_building,recipe_building_piece_medium_wall_low_short_cottage,"Small Wall, Cottage",20,1,0.0,,skill_building\recipe_building_piece_medium_wall_low_short_cottage.csv
skill_building,recipe_building_piece_pillar_foundation,Gneiss Foundation Pillar,5,1,0.0,,skill_building\recipe_building_piece_pillar_foundation.csv
skill_building,recipe_building_piece_small_beam_34_halftimber,"Short Wooden Beam 34°, Half-Timber",30,1,0.0,,skill_building\recipe_building_piece_small_beam_34_halftimber.csv
skill_building,recipe_building_piece_small_beam_34_hut,"Short Log Beam 34°, Hut",3,1,0.0,,skill_building\recipe_building_piece_small_beam_34_hut.csv
skill_building,recipe_building_piece_small_beam_45_halftimber,"Short Wooden Beam 45°, Half-Timber",30,1,0.0,,skill_building\recipe_building_piece_small_beam_45_halftimber.csv
skill_building,recipe_building_piece_small_beam_45_hut,"Short Log Beam 45°, Hut",3,1,0.0,,skill_building\recipe_building_piece_small_beam_45_hut.csv
skill_building,recipe_building_piece_small_beam_63_halftimber,"Short Wooden Beam 56°, Half-Timber",30,1,0.0,,skill_building\recipe_building_piece_small_beam_63_halftimber.csv
skill_building,recipe_building_piece_small_beam_63_hut,"Short Log Beam 56°, Hut",3,1,0.0,,skill_building\recipe_building_piece_small_beam_63_hut.csv
skill_building,recipe_building_piece_small_beam_halftimber,"Short Wooden Beam, Half-Timber",30,1,0.0,,skill_building\recipe_building_piece_small_beam_halftimber.csv
skill_building,recipe_building_piece_small_beam_hut,"Short Log Beam, Hut",3,1,0.0,,skill_building\recipe_building_piece_small_beam_hut.csv
skill_building,recipe_building_piece_small_floor_extension_halftimber,"Short Floor Extension, Half-Timber",30,1,0.0,,skill_building\recipe_building_piece_small_floor_extension_halftimber.csv
skill_building,recipe_building_piece_small_foundation,Small Gneiss Foundation,2,1,0.0,,skill_building\recipe_building_piece_small_foundation.csv
skill_building,recipe_building_piece_small_railing,"Balustrade, Half-Timber",30,1,0.0,,skill_building\recipe_building_piece_small_railing.csv
skill_building,recipe_building_piece_small_railing_angle,"Stair Railing 34°, Half-Timber",30,1,0.0,,skill_building\recipe_building_piece_small_railing_angle.csv
skill_building,recipe_building_piece_small_railing_post,"Balustrade Post, Half-Timber",30,1,0.0,,skill_building\recipe_building_piece_small_railing_post.csv
skill_building,recipe_building_piece_small_wall_foundation,Narrow Gneiss Foundation Wall,5,1,0.0,,skill_building\recipe_building_piece_small_wall_foundation.csv
skill_building,recipe_building_prop_chandelier_cartwheel,Cartwheel Chandelier,0,5,0.0,,skill_building\recipe_building_prop_chandelier_cartwheel.csv
skill_building,recipe_building_prop_chandelier_metal_ornamental,Ornamental Iron Chandelier,0,22,0.0,,skill_building\recipe_building_prop_chandelier_metal_ornamental.csv
skill_building,recipe_building_prop_chandelier_metal_ornamental_simple,Iron Chandelier,0,17,0.0,,skill_building\recipe_building_prop_chandelier_metal_ornamental_simple.csv
skill_building,recipe_building_prop_chandelier_metal_ornamental_tall,Tall Ornamental Iron Chandelier,0,27,0.0,,skill_building\recipe_building_prop_chandelier_metal_ornamental_tall.csv
skill_building,recipe_building_prop_door_double_simple_wooden,Simple Double Door,0,9,0.0,,skill_building\recipe_building_prop_door_double_simple_wooden.csv
skill_building,recipe_building_prop_door_simple_wooden,Simple Wooden Door,0,9,0.0,,skill_building\recipe_building_prop_door_simple_wooden.csv
skill_building,recipe_building_prop_door_simple_wooden_left,Simple Wooden Door,0,9,0.0,,skill_building\recipe_building_prop_door_simple_wooden_left.csv
skill_building,recipe_building_prop_large_window_planter_simple,Window Flowerpot,0,13,0.0,,skill_building\recipe_building_prop_large_window_planter_simple.csv
skill_building,recipe_building_prop_large_window_planter_stone,Stone Window Flowerpot,0,4,0.0,,skill_building\recipe_building_prop_large_window_planter_stone.csv
skill_building,recipe_building_prop_large_window_planter_wicker,Wicker Window Flowerpot,0,7,0.0,,skill_building\recipe_building_prop_large_window_planter_wicker.csv
skill_building,recipe_building_prop_large_window_planter_wood,Wooden Window Flowerpot,0,15,0.0,,skill_building\recipe_building_prop_large_window_planter_wood.csv
skill_building,recipe_building_prop_leather_pouch,Leather Pouch,0,4,0.0,,skill_building\recipe_building_prop_leather_pouch.csv
skill_building,recipe_building_prop_medium_window_planter_simple,Small Window Flowerpot,0,17,0.0,,skill_building\recipe_building_prop_medium_window_planter_simple.csv
skill_building,recipe_building_prop_medium_window_planter_stone,Small Stone Window Flowerpot,0,19,0.0,,skill_building\recipe_building_prop_medium_window_planter_stone.csv
skill_building,recipe_building_prop_medium_window_planter_wicker,Small Wicker Window Flowerpot,0,9,0.0,,skill_building\recipe_building_prop_medium_window_planter_wicker.csv
skill_building,recipe_building_prop_medium_window_planter_wood,Small Wooden Window Flowerpot,0,16,0.0,,skill_building\recipe_building_prop_medium_window_planter_wood.csv
skill_building,recipe_building_prop_oil_lamp_small_table,Table Lamp,0,6,0.0,,skill_building\recipe_building_prop_oil_lamp_small_table.csv
skill_building,recipe_building_prop_old_wooden_table,Simple Wooden Table,0,6,0.0,,skill_building\recipe_building_prop_old_wooden_table.csv
skill_building,recipe_building_prop_ornamented_banquet_table,Banquet Table,0,19,0.0,,skill_building\recipe_building_prop_ornamented_banquet_table.csv
skill_building,recipe_building_prop_ornamented_bed,Wood Bed,0,12,0.0,,skill_building\recipe_building_prop_ornamented_bed.csv
skill_building,recipe_building_prop_ornamented_chair_03,Sturdy Chair,0,30,0.0,,skill_building\recipe_building_prop_ornamented_chair_03.csv
skill_building,recipe_building_prop_ornate_cabinet,Tall Wooden Cabinet,0,25,0.0,,skill_building\recipe_building_prop_ornate_cabinet.csv
skill_building,recipe_building_prop_ornate_cabinet_low,Wooden Cabinet,0,15,0.0,,skill_building\recipe_building_prop_ornate_cabinet_low.csv
skill_building,recipe_building_prop_reinforced_chest_01,Iron Reinforced Chest,0,14,0.0,,skill_building\recipe_building_prop_reinforced_chest_01.csv
skill_building,recipe_building_prop_reinforced_chest_02,Wrought Iron Reinforced Chest,0,23,0.0,,skill_building\recipe_building_prop_reinforced_chest_02.csv
skill_building,recipe_building_prop_reinforced_chest_03,Steel Reinforced Chest,0,28,0.0,,skill_building\recipe_building_prop_reinforced_chest_03.csv
skill_building,recipe_building_prop_shutter_narrow_chevron_left,Narrow Chevron Shutter,0,25,0.0,,skill_building\recipe_building_prop_shutter_narrow_chevron_left.csv
skill_building,recipe_building_prop_shutter_narrow_chevron_right,Narrow Chevron Shutter,0,25,0.0,,skill_building\recipe_building_prop_shutter_narrow_chevron_right.csv
skill_building,recipe_building_prop_shutter_narrow_curved_left,Narrow Rounded Shutter,0,15,0.0,,skill_building\recipe_building_prop_shutter_narrow_curved_left.csv
skill_building,recipe_building_prop_shutter_narrow_curved_right,Narrow Rounded Shutter,0,15,0.0,,skill_building\recipe_building_prop_shutter_narrow_curved_right.csv
skill_building,recipe_building_prop_shutter_narrow_left,Narrow Square Shutter,0,8,0.0,,skill_building\recipe_building_prop_shutter_narrow_left.csv
skill_building,recipe_building_prop_shutter_narrow_right,Narrow Square Shutter,0,8,0.0,,skill_building\recipe_building_prop_shutter_narrow_right.csv
skill_building,recipe_building_prop_shutter_square_chevron_left,Chevron Shutter,0,25,0.0,,skill_building\recipe_building_prop_shutter_square_chevron_left.csv
skill_building,recipe_building_prop_shutter_square_chevron_right,Chevron Shutter,0,25,0.0,,skill_building\recipe_building_prop_shutter_square_chevron_right.csv
skill_building,recipe_building_prop_shutter_square_curved_left,Rounded Shutter,0,15,0.0,,skill_building\recipe_building_prop_shutter_square_curved_left.csv
skill_building,recipe_building_prop_shutter_square_curved_right,Rounded Shutter,0,15,0.0,,skill_building\recipe_building_prop_shutter_square_curved_right.csv
skill_building,recipe_building_prop_shutter_square_left,Square Shutter,0,8,0.0,,skill_building\recipe_building_prop_shutter_square_left.csv
skill_building,recipe_building_prop_shutter_square_right,Square Shutter,0,8,0.0,,skill_building\recipe_building_prop_shutter_square_right.csv
skill_building,recipe_building_prop_simple_bed,Simple Bed,0,8,0.0,,skill_building\recipe_building_prop_simple_bed.csv
skill_building,recipe_building_prop_simple_chest,Simple Chest,0,1,0.0,,skill_building\recipe_building_prop_simple_chest.csv
skill_building,recipe_building_prop_stone_planter_rectangular,Stone Planter,0,6,0.0,,skill_building\recipe_building_prop_stone_planter_rectangular.csv
skill_building,recipe_building_prop_stone_planter_square,Large Stone Planter,0,9,0.0,,skill_building\recipe_building_prop_stone_planter_square.csv
skill_building,recipe_building_prop_streetsign_blacksmith_iron,Blacksmith Sign,0,22,0.0,,skill_building\recipe_building_prop_streetsign_blacksmith_iron.csv
skill_building,recipe_building_prop_streetsign_carpender_iron,Carpentry Sign,0,22,0.0,,skill_building\recipe_building_prop_streetsign_carpender_iron.csv
skill_building,recipe_building_prop_wicker_basket_long,Wicker Basket,0,7,0.0,,skill_building\recipe_building_prop_wicker_basket_long.csv
skill_building,recipe_building_prop_wicker_basket_round,Round Wicker Basket,0,5,0.0,,skill_building\recipe_building_prop_wicker_basket_round.csv
skill_building,recipe_building_prop_wooden_barrel_large_01,Large Wooden Barrel,0,14,0.0,,skill_building\recipe_building_prop_wooden_barrel_large_01.csv
skill_building,recipe_building_prop_wooden_barrel_large_02,Large Fine Wooden Barrel,0,25,0.0,,skill_building\recipe_building_prop_wooden_barrel_large_02.csv
skill_building,recipe_building_prop_wooden_barrel_medium,Wooden Barrel,0,11,0.0,,skill_building\recipe_building_prop_wooden_barrel_medium.csv
skill_building,recipe_building_prop_wooden_barrel_small,Small Wooden Barrel,0,12,0.0,,skill_building\recipe_building_prop_wooden_barrel_small.csv
skill_building,recipe_building_prop_wooden_round_container_small,Round Container,0,6,0.0,,skill_building\recipe_building_prop_wooden_round_container_small.csv
skill_building,recipe_building_prop_wooden_stool_simple,Stool,0,1,0.0,,skill_building\recipe_building_prop_wooden_stool_simple.csv
skill_building,recipe_building_prop_wooden_stool_small,Tiny Stool,0,7,0.0,,skill_building\recipe_building_prop_wooden_stool_small.csv
skill_building,recipe_building_prop_wooden_wall_shelve,Wooden Wall Shelf,0,4,0.0,,skill_building\recipe_building_prop_wooden_wall_shelve.csv
skill_charcuterie,recipe_basic_butchered_deer,Parted Deer,6,12,1.4,,skill_charcuterie\recipe_basic_butchered_deer.csv
skill_charcuterie,recipe_standard-cut_deer,Well Parted Deer,7,16,1.7,,skill_charcuterie\recipe_standard-cut_deer.csv
skill_charcuterie,recipe_quality_butchered_deer,Butchered Deer,12,25,2.4,,skill_charcuterie\recipe_quality_butchered_deer.csv
skill_charcuterie,recipe_artisan-crafted_deer,Skillfully Butchered Deer,16,30,2.9,,skill_charcuterie\recipe_artisan-crafted_deer.csv
skill_charcuterie,recipe_premium_butchered_deer,Premium Butchered Deer,20,35,3.5,,skill_charcuterie\recipe_premium_butchered_deer.csv
skill_charcuterie,recipe_basic_butchered_boar,Parted Boar,6,14,1.5,,skill_charcuterie\recipe_basic_butchered_boar.csv
skill_charcuterie,recipe_standard-cut_boar,Well Parted Boar,9,22,2.1,,skill_charcuterie\recipe_standard-cut_boar.csv
skill_charcuterie,recipe_quality_butchered_boar,Butchered Boar,13,27,2.6,,skill_charcuterie\recipe_quality_butchered_boar.csv
skill_charcuterie,recipe_artisan-crafted_boar,Skillfully Butchered Boar,17,31,3.0,,skill_charcuterie\recipe_artisan-crafted_boar.csv
skill_charcuterie,recipe_premium_butchered_boar,Premium Butchered Boar,21,36,3.6,,skill_charcuterie\recipe_premium_butchered_boar.csv
skill_charcuterie,recipe_rough-cut_bear,Poorly Parted Bear,12,25,2.4,,skill_charcuterie\recipe_rough-cut_bear.csv
skill_charcuterie,recipe_basic_butchered_bear,Parted Bear,9,20,1.9,,skill_charcuterie\recipe_basic_butchered_bear.csv
skill_charcuterie,recipe_standard-cut_bear,Well Parted Bear,11,24,2.3,,skill_charcuterie\recipe_standard-cut_bear.csv
skill_charcuterie,recipe_quality_butchered_bear,Butchered Bear,15,29,2.8,,skill_charcuterie\recipe_quality_butchered_bear.csv
skill_charcuterie,recipe_artisan-crafted_bear,Skillfully Butchered Bear,19,33,3.2,,skill_charcuterie\recipe_artisan-crafted_bear.csv
skill_charcuterie,recipe_premium_butchered_bear,Premium Butchered Bear,22,37,3.8,,skill_charcuterie\recipe_premium_butchered_bear.csv
skill_charcuterie,recipe_rough-cut_wolf,Poorly Parted Chamois,9,20,1.9,,skill_charcuterie\recipe_rough-cut_wolf.csv
skill_charcuterie,recipe_basic_butchered_wolf,Parted Chamois,8,18,1.8,,skill_charcuterie\recipe_basic_butchered_wolf.csv
skill_charcuterie,recipe_standard-cut_wolf,Well Parted Chamois,13,26,2.5,,skill_charcuterie\recipe_standard-cut_wolf.csv
skill_charcuterie,recipe_quality_butchered_wolf,Butchered Chamois,15,29,2.8,,skill_charcuterie\recipe_quality_butchered_wolf.csv
skill_charcuterie,recipe_artisan-crafted_wolf,Skillfully Butchered Chamois,20,34,3.4,,skill_charcuterie\recipe_artisan-crafted_wolf.csv
skill_charcuterie,recipe_premium_butchered_wolf,Premium Butchered Chamois,24,39,4.1,,skill_charcuterie\recipe_premium_butchered_wolf.csv
skill_alchemy,recipe_item_unlock_crafter_alchemy_workbench_2,Alchemy Instruments,9,21,2.3,,skill_alchemy\recipe_item_unlock_crafter_alchemy_workbench_2.csv
skill_armor_smithing,recipe_item_unlock_crafter_blacksmith_armor_workbench_2,Armorer Tools,9,21,2.3,,skill_armor_smithing\recipe_item_unlock_crafter_blacksmith_armor_workbench_2.csv
skill_weapon_smithing,recipe_item_unlock_crafter_blacksmith_weapon_workbench_2,Weaponsmithing Tools,9,21,2.3,,skill_weapon_smithing\recipe_item_unlock_crafter_blacksmith_weapon_workbench_2.csv
skill_baking,recipe_item_unlock_crafter_bread_oven_2,Baking Tools,6,13,3.2,,skill_baking\recipe_item_unlock_crafter_bread_oven_2.csv
skill_building,recipe_item_unlock_crafter_builder_workbench_2,Carpenter's Tools,9,21,2.1,,skill_building\recipe_item_unlock_crafter_builder_workbench_2.csv
skill_building,recipe_item_unlock_crafter_charcoal_kiln_2,Charcoal Kiln Plans,9,21,2.3,,skill_building\recipe_item_unlock_crafter_charcoal_kiln_2.csv
skill_charcuterie,recipe_item_unlock_crafter_charcuterie_workbench_2,Butcher's Tools,9,21,2.3,,skill_charcuterie\recipe_item_unlock_crafter_charcuterie_workbench_2.csv
skill_cooking,recipe_item_unlock_crafter_cooking_hearth_2,Cooking Tools,9,21,2.3,,skill_cooking\recipe_item_unlock_crafter_cooking_hearth_2.csv
skill_cooking,recipe_item_unlock_crafter_cooking_hearth_3,Craftsman Cooking Tools,15,29,3.2,,skill_cooking\recipe_item_unlock_crafter_cooking_hearth_3.csv
skill_fletching,recipe_item_unlock_crafter_fletching_workbench_2,Fletching Tools,9,21,2.3,,skill_fletching\recipe_item_unlock_crafter_fletching_workbench_2.csv
skill_blacksmithing,recipe_item_unlock_crafter_forge_2,Forge parts,9,21,2.6,,skill_blacksmithing\recipe_item_unlock_crafter_forge_2.csv
skill_jewelerycrafting,recipe_item_unlock_crafter_jewelcrafting_workbench_2,Jewelcrafting Tools,9,21,2.3,,skill_jewelerycrafting\recipe_item_unlock_crafter_jewelcrafting_workbench_2.csv
skill_leatherworking,recipe_item_unlock_crafter_leatherworking_workbench_2,Leatherworking Tools,9,21,2.3,,skill_leatherworking\recipe_item_unlock_crafter_leatherworking_workbench_2.csv
skill_blacksmithing,recipe_item_unlock_crafter_smelter_furnace_1,Furnace Parts,9,21,2.2,,skill_blacksmithing\recipe_item_unlock_crafter_smelter_furnace_1.csv
skill_tailoring,recipe_item_unlock_crafter_tailoring_workbench_2,Tailoring Tools,9,21,2.2,,skill_tailoring\recipe_item_unlock_crafter_tailoring_workbench_2.csv
skill_leatherworking,recipe_item_material_leather_bands_coarse,Coarse Leather Band,0,4,1.0,,skill_leatherworking\recipe_item_material_leather_bands_coarse.csv
skill_leatherworking,recipe_item_material_leather_string_coarse,Coarse Leather String,0,3,1.0,,skill_leatherworking\recipe_item_material_leather_string_coarse.csv
skill_blacksmithing,recipe_item_material_bronze_arrowhead,Bronze Arrowhead,5,10,1.3,,skill_blacksmithing\recipe_item_material_bronze_arrowhead.csv
skill_building,recipe_crafter_cooking_workbench_1,Basic Cooking Workbench,0,1,1.1,,skill_building\recipe_crafter_cooking_workbench_1.csv
skill_alchemy,recipe_item_unlock_crafter_alchemy_workbench_1,Basic Alchemy Instruments,1,2,1.1,,skill_alchemy\recipe_item_unlock_crafter_alchemy_workbench_1.csv
skill_winery_and_brewing,recipe_item_unlock_crafter_alcohol_crafters_1,Barrel Pieces,16,30,3.2,,skill_winery_and_brewing\recipe_item_unlock_crafter_alcohol_crafters_1.csv
skill_blacksmithing,recipe_item_unlock_crafter_blacksmith_armor_workbench_1,Basic Armorer Tools,1,3,1.1,,skill_blacksmithing\recipe_item_unlock_crafter_blacksmith_armor_workbench_1.csv
skill_blacksmithing,recipe_item_unlock_crafter_blacksmith_weapon_workbench_1,Basic Weaponsmithing Tools,1,3,1.1,,skill_blacksmithing\recipe_item_unlock_crafter_blacksmith_weapon_workbench_1.csv
skill_baking,recipe_item_unlock_crafter_bread_oven_1,Basic Baking Tools,1,2,1.1,,skill_baking\recipe_item_unlock_crafter_bread_oven_1.csv
skill_building,recipe_item_unlock_crafter_brick_dryer_1,Pottery Molds,4,8,1.3,,skill_building\recipe_item_unlock_crafter_brick_dryer_1.csv
skill_cooking,recipe_item_unlock_crafter_cooking_hearth_1,Basic Cooking Tools,1,2,1.1,,skill_cooking\recipe_item_unlock_crafter_cooking_hearth_1.csv
skill_blacksmithing,recipe_item_unlock_crafter_jewelcrafting_workbench_1,Basic Jewelcrafting Tools,5,10,1.5,,skill_blacksmithing\recipe_item_unlock_crafter_jewelcrafting_workbench_1.csv
skill_leatherworking,recipe_item_unlock_crafter_leatherworking_workbench_1,Basic Leatherworking Tools,1,2,1.1,,skill_leatherworking\recipe_item_unlock_crafter_leatherworking_workbench_1.csv
skill_building,recipe_item_unlock_crafter_water_well_1,Wooden Winch,1,3,1.1,,skill_building\recipe_item_unlock_crafter_water_well_1.csv
skill_fletching,recipe_item_unlock_crafter_fletching_workbench_1,Basic Fletching Tools,1,2,1.1,,skill_fletching\recipe_item_unlock_crafter_fletching_workbench_1.csv
skill_tailoring,recipe_item_unlock_crafter_tailoring_workbench_1,Basic Tailoring Tools,1,2,1.1,,skill_tailoring\recipe_item_unlock_crafter_tailoring_workbench_1.csv
skill_blacksmithing,recipe_item_unlock_crafter_forge_1,Basic Forge Parts,1,3,1.2,,skill_blacksmithing\recipe_item_unlock_crafter_forge_1.csv
skill_building,recipe_item_prop_basic_bed_01,Bed,0,4,1.2,,skill_building\recipe_item_prop_basic_bed_01.csv
skill_building,recipe_item_prop_bear_rug,Bear Rug,0,13,1.5,,skill_building\recipe_item_prop_bear_rug.csv
skill_building,recipe_item_prop_decorated_chest,Decorated Chest,7,12,1.6,,skill_building\recipe_item_prop_decorated_chest.csv
skill_building,recipe_item_prop_ornamented_chair_01,Box Chair,10,15,1.7,,skill_building\recipe_item_prop_ornamented_chair_01.csv
skill_building,recipe_item_prop_ornamented_chair_02,Decorated Chair,19,25,2.5,,skill_building\recipe_item_prop_ornamented_chair_02.csv
skill_building,recipe_item_prop_ornamented_table,Ornamented Table,9,14,1.6,,skill_building\recipe_item_prop_ornamented_table.csv
skill_building,recipe_item_prop_round_planter_01,Round Flower Pot,0,4,1.1,,skill_building\recipe_item_prop_round_planter_01.csv
skill_building,recipe_item_prop_simple_brazier,Brazier,10,15,1.8,,skill_building\recipe_item_prop_simple_brazier.csv
skill_building,recipe_item_prop_stone_planter_with_frieze,Stone Planter with Frieze,24,31,3.0,,skill_building\recipe_item_prop_stone_planter_with_frieze.csv
skill_building,recipe_item_prop_wash_bowl,Wash Bowl,0,4,1.1,,skill_building\recipe_item_prop_wash_bowl.csv
skill_building,recipe_item_prop_chandelier_cartwheel,Cartwheel Chandelier,0,5,1.2,,skill_building\recipe_item_prop_chandelier_cartwheel.csv
skill_building,recipe_item_prop_chandelier_metal_ornamental,Ornamental Iron Chandelier,16,22,2.4,,skill_building\recipe_item_prop_chandelier_metal_ornamental.csv
skill_building,recipe_item_prop_chandelier_metal_ornamental_simple,Iron Chandelier,12,17,2.0,,skill_building\recipe_item_prop_chandelier_metal_ornamental_simple.csv
skill_building,recipe_item_prop_chandelier_metal_ornamental_tall,Tall Ornamental Iron Chandelier,21,27,2.9,,skill_building\recipe_item_prop_chandelier_metal_ornamental_tall.csv
skill_building,recipe_item_prop_door_simple_wooden,Simple Wooden Door,5,9,1.4,,skill_building\recipe_item_prop_door_simple_wooden.csv
skill_building,recipe_item_prop_large_window_planter_simple,Window Flowerpot,0,13,1.6,,skill_building\recipe_item_prop_large_window_planter_simple.csv
skill_building,recipe_item_prop_large_window_planter_stone,Stone Window Flowerpot,0,4,1.1,,skill_building\recipe_item_prop_large_window_planter_stone.csv
skill_building,recipe_item_prop_large_window_planter_wicker,Wicker Window Flowerpot,0,7,1.3,,skill_building\recipe_item_prop_large_window_planter_wicker.csv
skill_building,recipe_item_prop_large_window_planter_wood,Wooden Window Flowerpot,0,15,1.8,,skill_building\recipe_item_prop_large_window_planter_wood.csv
skill_building,recipe_item_prop_leather_pouch,Leather Pouch,0,4,1.1,,skill_building\recipe_item_prop_leather_pouch.csv
skill_building,recipe_item_prop_medium_window_planter_simple,Small Window Flowerpot,0,17,1.9,,skill_building\recipe_item_prop_medium_window_planter_simple.csv
skill_building,recipe_item_prop_medium_window_planter_stone,Small Stone Window Flowerpot,0,19,2.1,,skill_building\recipe_item_prop_medium_window_planter_stone.csv
skill_building,recipe_item_prop_medium_window_planter_wicker,Small Wicker Window Flowerpot,0,9,1.4,,skill_building\recipe_item_prop_medium_window_planter_wicker.csv
skill_building,recipe_item_prop_medium_window_planter_wood,Small Wooden Window Flowerpot,0,16,1.8,,skill_building\recipe_item_prop_medium_window_planter_wood.csv
skill_building,recipe_item_prop_oil_lamp_small_table,Table Lamp,0,6,1.2,,skill_building\recipe_item_prop_oil_lamp_small_table.csv
skill_building,recipe_item_prop_old_wooden_table,Simple Wooden Table,2,6,1.2,,skill_building\recipe_item_prop_old_wooden_table.csv
skill_building,recipe_item_prop_ornamented_banquet_table,Banquet Table,14,19,2.1,,skill_building\recipe_item_prop_ornamented_banquet_table.csv
skill_building,recipe_item_prop_ornamented_bed,Wood Bed,7,12,1.7,,skill_building\recipe_item_prop_ornamented_bed.csv
skill_building,recipe_item_prop_ornamented_chair_03,Sturdy Chair,23,30,3.2,,skill_building\recipe_item_prop_ornamented_chair_03.csv
skill_building,recipe_item_prop_ornate_cabinet,Tall Wooden Cabinet,19,25,2.8,,skill_building\recipe_item_prop_ornate_cabinet.csv
skill_building,recipe_item_prop_ornate_cabinet_low,Wooden Cabinet,10,15,1.8,,skill_building\recipe_item_prop_ornate_cabinet_low.csv
skill_building,recipe_item_prop_reinforced_chest_01,Iron Reinforced Chest,9,14,1.8,,skill_building\recipe_item_prop_reinforced_chest_01.csv
skill_building,recipe_item_prop_reinforced_chest_02,Wrought Iron Reinforced Chest,17,23,2.6,,skill_building\recipe_item_prop_reinforced_chest_02.csv
skill_building,recipe_item_prop_reinforced_chest_03,Steel Reinforced Chest,22,28,3.2,,skill_building\recipe_item_prop_reinforced_chest_03.csv
skill_building,recipe_item_prop_shutter_narrow_chevron_left,Narrow Chevron Shutter,19,25,2.8,,skill_building\recipe_item_prop_shutter_narrow_chevron_left.csv
skill_building,recipe_item_prop_shutter_narrow_curved_left,Narrow Rounded Shutter,10,15,1.8,,skill_building\recipe_item_prop_shutter_narrow_curved_left.csv
skill_building,recipe_item_prop_shutter_narrow_left,Narrow Square Shutter,4,8,1.3,,skill_building\recipe_item_prop_shutter_narrow_left.csv
skill_building,recipe_item_prop_shutter_square_chevron_left,Chevron Shutter,19,25,2.7,,skill_building\recipe_item_prop_shutter_square_chevron_left.csv
skill_building,recipe_item_prop_shutter_square_curved_left,Rounded Shutter,10,15,1.8,,skill_building\recipe_item_prop_shutter_square_curved_left.csv
skill_building,recipe_item_prop_shutter_square_left,Square Shutter,4,8,1.3,,skill_building\recipe_item_prop_shutter_square_left.csv
skill_building,recipe_item_prop_simple_bed,Simple Bed,4,8,1.4,,skill_building\recipe_item_prop_simple_bed.csv
skill_building,recipe_item_prop_simple_chest,Simple Chest,0,4,1.0,,skill_building\recipe_item_prop_simple_chest.csv
skill_building,recipe_item_prop_stone_planter_rectangular,Stone Planter,0,6,1.2,,skill_building\recipe_item_prop_stone_planter_rectangular.csv
skill_building,recipe_item_prop_stone_planter_square,Large Stone Planter,0,9,1.3,,skill_building\recipe_item_prop_stone_planter_square.csv
skill_blacksmithing,recipe_item_prop_streetsign_blacksmith_iron,Blacksmith Sign,16,22,2.3,,skill_blacksmithing\recipe_item_prop_streetsign_blacksmith_iron.csv
skill_blacksmithing,recipe_item_prop_streetsign_carpender_iron,Carpentry Sign,16,22,2.3,,skill_blacksmithing\recipe_item_prop_streetsign_carpender_iron.csv
skill_building,recipe_item_prop_wicker_basket_long,Wicker Basket,0,7,1.2,,skill_building\recipe_item_prop_wicker_basket_long.csv
skill_building,recipe_item_prop_wicker_basket_round,Round Wicker Basket,0,5,1.1,,skill_building\recipe_item_prop_wicker_basket_round.csv
skill_building,recipe_item_prop_wooden_barrel_large_01,Large Wooden Barrel,9,14,1.7,,skill_building\recipe_item_prop_wooden_barrel_large_01.csv
skill_building,recipe_item_prop_wooden_barrel_large_02,Large Fine Wooden Barrel,19,25,2.6,,skill_building\recipe_item_prop_wooden_barrel_large_02.csv
skill_building,recipe_item_prop_wooden_barrel_medium,Wooden Barrel,6,11,1.5,,skill_building\recipe_item_prop_wooden_barrel_medium.csv
skill_building,recipe_item_prop_wooden_barrel_small,Small Wooden Barrel,0,12,1.6,,skill_building\recipe_item_prop_wooden_barrel_small.csv
skill_building,recipe_item_prop_wooden_round_container_small,Round Container,0,6,1.2,,skill_building\recipe_item_prop_wooden_round_container_small.csv
skill_building,recipe_item_prop_wooden_stool_simple,Stool,0,4,1.0,,skill_building\recipe_item_prop_wooden_stool_simple.csv
skill_building,recipe_item_prop_wooden_stool_small,Tiny Stool,3,7,1.2,,skill_building\recipe_item_prop_wooden_stool_small.csv
skill_building,recipe_item_prop_wooden_wall_shelve,Wooden Wall Shelf,0,4,1.0,,skill_building\recipe_item_prop_wooden_wall_shelve.csv
skill_building,recipe_crafter_founders_station_1,Founder Crafting Table,0,1,1.0,,skill_building\recipe_crafter_founders_station_1.csv
skill_tailoring,recipe_wearable_top_cloth_tunic_02_founderspack,Founders Finery,0,2,2.66,,skill_tailoring\recipe_wearable_top_cloth_tunic_02_founderspack.csv
skill_tailoring,recipe_wearable_back_cloth_capehood_01_founderspack,Founders Mantle,0,2,1.87,,skill_tailoring\recipe_wearable_back_cloth_capehood_01_founderspack.csv
skill_tailoring,recipe_wearable_bottom_cloth_pants_03_founderspack,Founders Chausses,0,2,2.21,,skill_tailoring\recipe_wearable_bottom_cloth_pants_03_founderspack.csv
